InimigoAssustado: .word 16, 16
.byte 199,199,199,199,199,199,9,9,9,9,199,199,199,199,199,199,
199,199,199,199,9,9,218,218,227,227,9,9,199,199,199,199,
199,199,199,199,9,218,218,227,227,227,227,9,199,199,199,199,
199,199,199,9,218,218,227,227,227,227,227,227,9,199,199,199,
199,199,9,218,218,227,227,227,227,227,227,227,227,9,199,199,
199,199,9,218,227,218,218,227,227,218,218,227,227,9,199,199,
199,9,218,227,218,227,227,227,227,227,227,218,227,227,9,199,
199,9,218,227,0,0,0,227,227,0,0,0,227,227,9,199,
199,9,218,218,0,227,227,227,227,227,227,0,227,227,9,199,
199,9,218,218,227,227,227,227,227,227,227,227,227,227,9,199,
199,199,9,218,227,227,227,227,227,227,227,227,227,9,199,199,
199,199,9,218,227,227,0,0,0,0,227,227,227,9,199,199,
199,199,199,9,218,227,0,0,0,0,227,218,9,199,199,199,
199,199,199,199,9,218,227,227,227,227,227,9,199,199,199,199,
199,199,199,199,199,9,218,227,227,227,9,199,199,199,199,199,
199,199,199,199,199,199,9,9,9,9,199,199,199,199,199,199,


