#inimigo4 data
Inimigo4: .word 16, 16
.byte 255,255,255,255,255,255,9,9,9,9,255,255,255,255,255,255,
255,255,255,255,9,9,30,30,39,39,9,9,255,255,255,255,
255,255,255,255,9,30,30,39,39,39,39,9,255,255,255,255,
255,255,255,9,30,30,39,39,39,39,39,39,9,255,255,255,
255,255,9,30,30,39,39,39,39,39,39,39,39,9,255,255,
255,255,9,30,30,30,39,39,39,39,30,39,39,9,255,255,
255,9,30,0,0,30,30,39,39,30,30,0,0,39,9,255,
255,9,30,0,0,0,30,39,39,39,0,0,0,39,9,255,
255,9,30,30,0,255,0,39,39,0,255,0,39,39,9,255,
255,9,30,30,0,0,0,39,39,0,0,0,39,39,9,255,
255,255,9,30,0,0,0,39,39,0,0,0,39,9,255,255,
255,255,9,30,39,39,39,39,39,39,39,39,39,9,255,255,
255,255,255,9,30,39,39,39,39,39,39,30,9,255,255,255,
255,255,255,255,9,30,39,0,0,39,39,9,255,255,255,255,
255,255,255,255,255,9,30,39,39,39,9,255,255,255,255,255,
255,255,255,255,255,255,9,9,9,9,255,255,255,255,255,255,


