..\imagens_para_conversao\Robozinhomorto: .word 16, 16
.byte 199,199,199,103,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,9,199,7,199,199,199,199,199,199,199,199,199,199,
199,199,199,9,199,9,199,199,199,199,199,199,199,199,199,199,
199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,199,
9,91,91,173,173,173,173,173,173,173,173,173,173,173,173,9,
9,91,91,173,128,128,128,128,128,128,128,128,128,128,173,9,
9,91,91,173,210,210,210,210,210,210,210,210,210,128,173,9,
9,91,91,173,210,255,210,255,210,210,255,210,255,128,173,9,
9,91,91,173,210,210,255,210,210,210,210,255,210,128,173,9,
9,91,91,173,210,255,210,255,210,210,255,210,255,128,173,9,
9,91,91,173,210,210,210,210,210,210,210,210,210,128,173,9,
9,91,91,173,210,210,210,255,255,255,255,210,210,128,173,9,
9,91,91,173,210,210,210,255,210,210,255,210,210,128,173,9,
9,91,91,173,210,210,210,210,210,210,210,210,210,128,173,9,
9,91,91,173,173,173,173,173,173,173,173,173,173,173,173,9,
199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,199,


