Robozinho1: .word 16, 16
.byte 199,199,199,103,0,0,0,0,0,0,0,0,0,199,199,199,
199,199,199,9,0,7,0,0,0,0,0,0,0,199,199,199,
199,199,199,9,0,9,0,0,0,0,0,0,0,199,199,199,
199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,199,
9,91,91,173,173,173,173,173,173,173,173,173,173,173,173,9,
9,91,91,173,82,82,82,82,82,82,82,82,82,82,173,9,
9,91,91,173,163,163,163,163,163,163,163,163,163,82,173,9,
9,91,91,173,163,125,163,163,163,163,163,125,163,82,173,9,
9,91,91,173,163,125,163,163,163,163,163,125,163,82,173,9,
9,91,91,173,163,125,163,163,163,163,163,125,163,82,173,9,
9,91,91,173,163,163,163,163,163,163,163,163,163,82,173,9,
9,91,91,173,163,163,163,163,125,125,163,163,163,82,173,9,
9,91,91,173,163,163,163,163,163,163,163,163,163,82,173,9,
9,91,91,173,163,163,163,163,163,163,163,163,163,82,173,9,
9,91,91,173,173,173,173,173,173,173,173,173,173,173,173,9,
199,9,9,9,9,9,9,9,9,9,9,9,9,9,9,199,



