#robozinho1forte data
Robozinho1forte: 
.word 16, 16
.byte 255,255,255,103,255,255,255,255,255,255,255,255,255,255,255,255,
255,255,255,9,255,7,255,255,255,255,255,255,255,255,255,255,
255,255,255,9,255,9,255,255,255,255,255,255,255,255,255,255,
255,9,9,9,9,9,9,9,9,9,9,9,9,9,9,255,
9,91,91,173,173,173,173,173,173,173,173,173,173,173,173,9,
9,91,91,173,5,5,5,5,5,5,5,5,5,5,173,9,
9,91,91,173,87,55,87,87,87,87,87,55,87,5,173,9,
9,91,91,173,87,87,55,87,87,87,55,87,87,5,173,9,
9,91,91,173,87,55,87,87,87,87,87,55,87,5,173,9,
9,91,91,173,87,55,87,87,87,87,87,55,87,5,173,9,
9,91,91,173,87,87,87,55,87,87,87,87,87,5,173,9,
9,91,91,173,87,87,87,87,55,55,87,87,87,5,173,9,
9,91,91,173,87,87,87,87,87,87,87,87,87,5,173,9,
9,91,91,173,87,87,87,87,87,87,87,87,87,5,173,9,
9,91,91,173,173,173,173,173,173,173,173,173,173,173,173,9,
255,9,9,9,9,9,9,9,9,9,9,9,9,9,9,255,


